,black,boy,read,math,star,freelun,teacher_experience,test_score,sc_freelun,sc_black
9375,1,1,517.0,584.0,0,1,9.0,1101.0,0,0
9377,1,1,575.0,603.0,0,1,12.0,1178.0,0,0
9381,0,1,669.0,582.0,0,1,27.0,1251.0,0,0
9383,0,1,618.0,574.0,1,0,9.0,1192.0,0,0
9384,1,0,564.0,561.0,0,0,17.0,1125.0,0,0
9385,0,0,627.0,611.0,0,1,18.0,1238.0,0,0
9386,1,1,559.0,577.0,0,1,21.0,1136.0,0,0
9389,0,1,579.0,579.0,0,0,27.0,1158.0,0,0
9391,0,0,559.0,584.0,0,1,20.0,1143.0,0,0
9393,1,0,599.0,639.0,1,1,13.0,1238.0,1,1
9395,0,0,575.0,632.0,0,1,9.0,1207.0,0,0
9396,0,1,659.0,659.0,0,0,10.0,1318.0,0,0
9397,0,1,527.0,565.0,1,0,12.0,1092.0,0,0
9398,0,0,569.0,579.0,0,0,3.0,1148.0,0,0
9402,1,1,569.0,570.0,1,1,14.0,1139.0,1,1
9403,0,0,614.0,559.0,0,0,15.0,1173.0,0,0
9408,0,1,573.0,572.0,1,0,5.0,1145.0,0,0
9409,0,0,588.0,590.0,1,0,18.0,1178.0,0,0
9415,0,1,604.0,565.0,0,1,12.0,1169.0,0,0
9420,0,1,518.0,615.0,0,1,13.0,1133.0,0,0
9422,0,0,631.0,639.0,0,0,4.0,1270.0,0,0
9425,0,1,582.0,584.0,0,0,28.0,1166.0,0,0
9426,0,0,643.0,648.0,1,0,16.0,1291.0,0,0
9429,0,1,571.0,518.0,0,0,12.0,1089.0,0,0
9430,0,1,555.0,530.0,0,0,13.0,1085.0,0,0
9433,0,1,596.0,599.0,0,0,20.0,1195.0,0,0
9434,0,0,650.0,603.0,1,0,10.0,1253.0,0,0
9435,0,0,509.0,510.0,0,1,2.0,1019.0,0,0
9437,0,1,552.0,568.0,0,1,8.0,1120.0,0,0
9438,0,1,669.0,584.0,0,0,15.0,1253.0,0,0
9441,0,0,575.0,561.0,0,1,27.0,1136.0,0,0
9444,1,1,523.0,535.0,0,1,16.0,1058.0,0,0
9445,0,0,552.0,548.0,0,1,9.0,1100.0,0,0
9446,0,1,582.0,593.0,1,1,4.0,1175.0,1,0
9449,1,0,618.0,611.0,1,1,26.0,1229.0,1,1
9451,0,1,637.0,632.0,0,0,1.0,1269.0,0,0
9452,0,0,643.0,611.0,0,0,31.0,1254.0,0,0
9453,0,0,684.0,639.0,1,0,10.0,1323.0,0,0
9454,0,1,538.0,603.0,1,1,25.0,1141.0,1,0
9456,0,1,684.0,615.0,0,0,11.0,1299.0,0,0
9458,0,1,559.0,563.0,1,0,9.0,1122.0,0,0
9460,0,0,575.0,626.0,1,0,14.0,1201.0,0,0
9461,1,1,511.0,486.0,0,1,21.0,997.0,0,0
9462,0,0,631.0,577.0,0,0,1.0,1208.0,0,0
9464,0,1,577.0,603.0,0,1,8.0,1180.0,0,0
9466,0,1,611.0,626.0,0,0,10.0,1237.0,0,0
9467,0,1,586.0,593.0,1,1,11.0,1179.0,1,0
9468,0,1,569.0,530.0,0,0,4.0,1099.0,0,0
9469,0,0,575.0,611.0,0,0,23.0,1186.0,0,0
9470,0,1,562.0,607.0,0,0,27.0,1169.0,0,0
9471,0,0,669.0,611.0,0,0,14.0,1280.0,0,0
9473,1,0,541.0,552.0,0,1,2.0,1093.0,0,0
9474,0,0,627.0,620.0,0,0,12.0,1247.0,0,0
9475,1,1,523.0,565.0,1,1,7.0,1088.0,1,1
9477,0,0,569.0,557.0,0,0,23.0,1126.0,0,0
9478,1,1,669.0,648.0,1,1,28.0,1317.0,1,1
9479,1,0,566.0,607.0,0,1,1.0,1173.0,0,0
9480,1,1,627.0,632.0,0,0,9.0,1259.0,0,0
9482,1,0,530.0,514.0,0,1,32.0,1044.0,0,0
9485,0,1,669.0,659.0,0,0,22.0,1328.0,0,0
9487,0,0,637.0,603.0,0,1,19.0,1240.0,0,0
9490,0,0,669.0,659.0,1,0,1.0,1328.0,0,0
9491,0,1,650.0,584.0,1,0,21.0,1234.0,0,0
9492,0,1,524.0,517.0,1,1,8.0,1041.0,1,0
9495,1,0,536.0,552.0,0,1,4.0,1088.0,0,0
9496,0,1,562.0,626.0,0,0,31.0,1188.0,0,0
9497,0,1,492.0,441.0,0,1,6.0,933.0,0,0
9504,0,1,611.0,611.0,0,0,15.0,1222.0,0,0
9505,0,1,622.0,674.0,1,0,19.0,1296.0,0,0
9506,0,0,627.0,596.0,0,0,8.0,1223.0,0,0
9507,0,1,575.0,577.0,0,0,20.0,1152.0,0,0
9509,1,0,584.0,530.0,0,1,31.0,1114.0,0,0
9510,0,1,564.0,599.0,0,0,14.0,1163.0,0,0
9513,1,0,562.0,545.0,0,0,3.0,1107.0,0,0
9515,1,1,557.0,565.0,1,1,14.0,1122.0,1,1
9516,0,1,559.0,536.0,0,0,8.0,1095.0,0,0
9518,0,1,596.0,587.0,0,0,29.0,1183.0,0,0
9519,0,0,669.0,632.0,0,0,22.0,1301.0,0,0
9520,0,0,618.0,607.0,0,0,18.0,1225.0,0,0
9521,1,1,577.0,579.0,0,0,3.0,1156.0,0,0
9523,1,0,611.0,577.0,0,1,31.0,1188.0,0,0
9524,0,0,579.0,632.0,0,1,14.0,1211.0,0,0
9526,0,0,552.0,525.0,1,1,25.0,1077.0,1,0
9527,0,0,637.0,607.0,0,0,4.0,1244.0,0,0
9528,0,0,669.0,674.0,0,0,19.0,1343.0,0,0
9529,0,0,631.0,626.0,1,0,12.0,1257.0,0,0
9532,0,1,562.0,518.0,0,0,9.0,1080.0,0,0
9535,0,1,520.0,574.0,0,1,18.0,1094.0,0,0
9537,0,0,684.0,699.0,1,0,10.0,1383.0,0,0
9538,0,0,602.0,546.0,0,1,19.0,1148.0,0,0
9539,1,0,564.0,543.0,1,1,5.0,1107.0,1,1
9540,1,1,557.0,526.0,0,1,13.0,1083.0,0,0
9543,1,1,552.0,603.0,0,1,18.0,1155.0,0,0
9544,1,1,554.0,565.0,0,0,10.0,1119.0,0,0
9548,0,0,604.0,514.0,0,0,18.0,1118.0,0,0
9552,0,0,518.0,568.0,0,1,19.0,1086.0,0,0
9554,0,0,573.0,543.0,0,1,23.0,1116.0,0,0
9555,0,0,584.0,584.0,0,0,8.0,1168.0,0,0
9561,1,0,582.0,563.0,0,1,12.0,1145.0,0,0
9564,0,1,684.0,648.0,0,0,4.0,1332.0,0,0
9566,1,0,554.0,510.0,0,0,13.0,1064.0,0,0
9567,0,0,568.0,528.0,1,0,18.0,1096.0,0,0
9568,1,1,523.0,611.0,1,1,2.0,1134.0,1,1
9573,0,1,555.0,599.0,0,1,8.0,1154.0,0,0
9574,1,0,560.0,582.0,1,1,26.0,1142.0,1,1
9578,0,1,669.0,626.0,1,0,9.0,1295.0,0,0
9579,0,0,596.0,607.0,0,0,9.0,1203.0,0,0
9582,1,0,602.0,620.0,1,1,8.0,1222.0,1,1
9584,0,1,643.0,632.0,1,0,13.0,1275.0,0,0
9586,1,1,545.0,577.0,1,1,4.0,1122.0,1,1
9587,0,0,709.0,648.0,0,0,15.0,1357.0,0,0
9588,0,0,631.0,603.0,0,0,12.0,1234.0,0,0
9589,1,0,602.0,590.0,0,0,10.0,1192.0,0,0
9590,0,1,602.0,550.0,0,1,10.0,1152.0,0,0
9591,0,0,608.0,603.0,1,0,0.0,1211.0,0,0
9593,0,1,599.0,590.0,0,0,14.0,1189.0,0,0
9594,0,1,684.0,611.0,0,0,20.0,1295.0,0,0
9596,1,1,538.0,550.0,0,0,4.0,1088.0,0,0
9597,0,0,622.0,611.0,0,0,22.0,1233.0,0,0
9599,0,1,602.0,639.0,0,0,4.0,1241.0,0,0
9600,0,1,536.0,535.0,1,1,0.0,1071.0,1,0
9601,1,0,545.0,525.0,1,1,30.0,1070.0,1,1
9602,0,1,618.0,615.0,0,0,31.0,1233.0,0,0
9603,0,0,564.0,574.0,0,0,13.0,1138.0,0,0
9608,0,0,608.0,557.0,0,0,19.0,1165.0,0,0
9609,1,0,526.0,531.0,0,1,30.0,1057.0,0,0
9613,1,1,586.0,568.0,0,1,17.0,1154.0,0,0
9618,0,1,650.0,659.0,0,0,20.0,1309.0,0,0
9619,0,1,575.0,596.0,0,0,14.0,1171.0,0,0
9620,0,1,527.0,543.0,0,1,12.0,1070.0,0,0
9622,0,0,611.0,582.0,0,0,11.0,1193.0,0,0
9623,1,1,533.0,528.0,1,1,4.0,1061.0,1,1
9627,1,0,569.0,550.0,0,1,8.0,1119.0,0,0
9629,0,0,622.0,607.0,0,0,18.0,1229.0,0,0
9630,0,1,591.0,550.0,1,0,28.0,1141.0,0,0
9631,1,1,544.0,509.0,1,1,31.0,1053.0,1,1
9633,0,1,618.0,620.0,0,0,5.0,1238.0,0,0
9634,1,1,559.0,615.0,0,1,12.0,1174.0,0,0
9635,1,0,631.0,603.0,0,0,19.0,1234.0,0,0
9636,1,1,608.0,570.0,0,0,4.0,1178.0,0,0
9638,1,0,593.0,570.0,0,1,13.0,1163.0,0,0
9639,0,0,618.0,559.0,1,0,15.0,1177.0,0,0
9640,0,1,669.0,648.0,1,0,3.0,1317.0,0,0
9644,0,1,659.0,659.0,0,1,9.0,1318.0,0,0
9645,1,1,560.0,570.0,0,0,6.0,1130.0,0,0
9648,0,1,533.0,520.0,0,0,18.0,1053.0,0,0
9649,1,1,474.0,473.0,0,1,7.0,947.0,0,0
9651,1,1,512.0,497.0,0,1,8.0,1009.0,0,0
9653,1,1,550.0,568.0,0,1,18.0,1118.0,0,0
9657,0,1,650.0,626.0,1,0,15.0,1276.0,0,0
9658,1,0,557.0,587.0,0,1,2.0,1144.0,0,0
9659,0,1,517.0,502.0,0,1,13.0,1019.0,0,0
9663,0,1,550.0,639.0,1,0,5.0,1189.0,0,0
9666,0,1,549.0,599.0,0,0,3.0,1148.0,0,0
9673,0,1,560.0,611.0,0,1,34.0,1171.0,0,0
9674,0,0,622.0,582.0,0,0,19.0,1204.0,0,0
9675,1,1,526.0,522.0,0,1,9.0,1048.0,0,0
9676,0,1,584.0,674.0,0,1,12.0,1258.0,0,0
9677,0,0,650.0,648.0,0,0,3.0,1298.0,0,0
9683,0,0,650.0,603.0,0,0,5.0,1253.0,0,0
9684,1,0,622.0,611.0,0,0,16.0,1233.0,0,0
9685,0,1,618.0,626.0,0,0,9.0,1244.0,0,0
9686,1,0,627.0,620.0,0,1,1.0,1247.0,0,0
9687,0,1,611.0,615.0,0,0,13.0,1226.0,0,0
9688,1,0,535.0,517.0,1,0,10.0,1052.0,0,1
9690,0,1,575.0,603.0,1,1,35.0,1178.0,1,0
9691,0,1,669.0,639.0,1,0,10.0,1308.0,0,0
9693,0,0,669.0,599.0,1,0,7.0,1268.0,0,0
9694,1,1,524.0,531.0,0,1,8.0,1055.0,0,0
9699,1,1,564.0,568.0,1,1,12.0,1132.0,1,1
9700,1,0,503.0,475.0,0,1,2.0,978.0,0,0
9701,0,0,521.0,520.0,0,0,10.0,1041.0,0,0
9702,0,0,569.0,632.0,1,0,10.0,1201.0,0,0
9705,1,0,494.0,520.0,0,1,2.0,1014.0,0,0
9706,0,1,550.0,520.0,1,0,1.0,1070.0,0,0
9708,0,1,530.0,552.0,0,1,5.0,1082.0,0,0
9709,0,1,604.0,593.0,0,0,18.0,1197.0,0,0
9710,0,0,586.0,593.0,1,0,14.0,1179.0,0,0
9711,0,1,488.0,514.0,0,1,13.0,1002.0,0,0
9713,0,0,627.0,593.0,0,0,17.0,1220.0,0,0
9718,0,1,557.0,596.0,1,1,14.0,1153.0,1,0
9720,0,0,604.0,603.0,0,0,9.0,1207.0,0,0
9722,0,1,568.0,533.0,0,0,19.0,1101.0,0,0
9726,0,1,659.0,632.0,1,0,1.0,1291.0,0,0
9728,0,0,631.0,603.0,0,0,31.0,1234.0,0,0
9729,0,1,564.0,593.0,0,0,4.0,1157.0,0,0
9730,0,1,586.0,620.0,0,1,15.0,1206.0,0,0
9731,0,1,564.0,557.0,1,1,1.0,1121.0,1,0
9733,0,1,602.0,587.0,1,1,3.0,1189.0,1,0
9734,0,1,542.0,582.0,0,1,34.0,1124.0,0,0
9736,1,1,593.0,611.0,0,0,16.0,1204.0,0,0
9738,0,1,650.0,674.0,1,0,16.0,1324.0,0,0
9743,1,1,526.0,523.0,0,1,10.0,1049.0,0,0
9744,0,1,575.0,540.0,1,0,18.0,1115.0,0,0
9747,1,1,538.0,559.0,0,1,4.0,1097.0,0,0
9748,0,1,618.0,611.0,1,0,10.0,1229.0,0,0
9756,0,1,599.0,582.0,0,1,19.0,1181.0,0,0
9757,0,1,631.0,632.0,0,0,19.0,1263.0,0,0
9759,0,1,622.0,556.0,0,0,15.0,1178.0,0,0
9760,0,1,593.0,557.0,0,0,19.0,1150.0,0,0
9763,0,0,539.0,546.0,0,1,23.0,1085.0,0,0
9766,0,1,512.0,483.0,0,1,9.0,995.0,0,0
9772,0,0,591.0,626.0,0,0,1.0,1217.0,0,0
9773,0,0,588.0,626.0,1,0,17.0,1214.0,0,0
9774,0,0,669.0,626.0,0,0,17.0,1295.0,0,0
9775,1,0,596.0,590.0,0,0,8.0,1186.0,0,0
9776,1,1,521.0,554.0,1,1,23.0,1075.0,1,1
9777,1,1,526.0,520.0,0,0,1.0,1046.0,0,0
9778,1,1,508.0,541.0,0,1,7.0,1049.0,0,0
9779,1,0,569.0,590.0,0,1,7.0,1159.0,0,0
9780,1,0,547.0,488.0,1,1,31.0,1035.0,1,1
9785,0,1,659.0,659.0,0,0,13.0,1318.0,0,0
9788,0,0,499.0,499.0,0,0,2.0,998.0,0,0
9790,0,1,602.0,590.0,0,1,11.0,1192.0,0,0
9791,1,1,593.0,584.0,0,0,5.0,1177.0,0,0
9792,0,1,560.0,541.0,0,0,12.0,1101.0,0,0
9794,1,0,604.0,620.0,1,1,14.0,1224.0,1,1
9795,0,0,669.0,620.0,0,0,1.0,1289.0,0,0
9797,0,1,614.0,626.0,1,0,12.0,1240.0,0,0
9798,0,1,622.0,590.0,0,0,25.0,1212.0,0,0
9799,1,1,545.0,550.0,0,1,2.0,1095.0,0,0
9800,0,0,555.0,579.0,0,0,15.0,1134.0,0,0
9802,0,1,550.0,596.0,0,1,13.0,1146.0,0,0
9803,1,0,586.0,590.0,1,1,7.0,1176.0,1,1
9808,0,0,593.0,570.0,1,1,7.0,1163.0,1,0
9809,1,0,521.0,485.0,0,1,2.0,1006.0,0,0
9810,0,0,586.0,550.0,0,0,18.0,1136.0,0,0
9812,0,0,643.0,626.0,1,1,12.0,1269.0,1,0
9814,0,0,643.0,577.0,1,0,15.0,1220.0,0,0
9815,0,1,547.0,611.0,0,0,11.0,1158.0,0,0
9816,0,1,622.0,563.0,1,0,17.0,1185.0,0,0
9817,0,1,489.0,531.0,0,1,2.0,1020.0,0,0
9818,0,1,608.0,543.0,1,0,21.0,1151.0,0,0
9820,0,1,588.0,611.0,0,0,8.0,1199.0,0,0
9821,1,1,602.0,639.0,1,1,13.0,1241.0,1,1
9822,0,1,631.0,699.0,1,0,11.0,1330.0,0,0
9823,1,0,577.0,538.0,0,1,4.0,1115.0,0,0
9827,0,1,608.0,674.0,0,0,18.0,1282.0,0,0
9828,0,0,637.0,620.0,1,0,16.0,1257.0,0,0
9829,0,0,586.0,561.0,1,1,11.0,1147.0,1,0
9830,1,0,560.0,570.0,0,0,2.0,1130.0,0,0
9831,0,1,627.0,639.0,0,0,31.0,1266.0,0,0
9832,0,0,602.0,550.0,1,0,14.0,1152.0,0,0
9833,1,1,562.0,570.0,0,1,1.0,1132.0,0,0
9834,0,0,611.0,674.0,0,0,26.0,1285.0,0,0
9835,0,1,596.0,554.0,1,0,5.0,1150.0,0,0
9837,0,1,573.0,611.0,0,0,8.0,1184.0,0,0
9838,0,0,669.0,639.0,0,1,1.0,1308.0,0,0
9839,0,1,627.0,659.0,0,0,23.0,1286.0,0,0
9840,0,0,596.0,568.0,1,1,14.0,1164.0,1,0
9841,0,0,684.0,584.0,1,1,10.0,1268.0,1,0
9842,1,1,550.0,599.0,0,1,2.0,1149.0,0,0
9843,1,1,557.0,531.0,0,1,7.0,1088.0,0,0
9845,1,1,618.0,599.0,1,1,1.0,1217.0,1,1
9847,0,1,535.0,552.0,0,1,1.0,1087.0,0,0
9849,0,1,573.0,611.0,0,1,26.0,1184.0,0,0
9850,1,0,599.0,579.0,0,1,9.0,1178.0,0,0
9854,1,1,559.0,611.0,0,0,4.0,1170.0,0,0
9855,1,1,559.0,550.0,0,1,4.0,1109.0,0,0
9856,0,1,608.0,659.0,1,0,19.0,1267.0,0,0
9857,0,1,560.0,579.0,0,0,15.0,1139.0,0,0
9858,1,0,535.0,541.0,0,1,7.0,1076.0,0,0
9860,1,1,643.0,674.0,0,0,17.0,1317.0,0,0
9863,0,1,502.0,517.0,0,1,4.0,1019.0,0,0
9864,0,0,584.0,639.0,1,0,19.0,1223.0,0,0
9865,0,1,593.0,552.0,0,1,25.0,1145.0,0,0
9866,0,0,582.0,611.0,0,0,7.0,1193.0,0,0
9867,1,1,591.0,611.0,1,1,4.0,1202.0,1,1
9868,0,0,618.0,607.0,0,0,8.0,1225.0,0,0
9869,0,0,614.0,572.0,0,1,20.0,1186.0,0,0
9871,0,0,584.0,584.0,0,0,19.0,1168.0,0,0
9874,0,1,627.0,626.0,0,1,15.0,1253.0,0,0
9875,0,0,669.0,648.0,1,0,21.0,1317.0,0,0
9876,1,0,631.0,563.0,0,0,28.0,1194.0,0,0
9877,0,1,608.0,572.0,1,0,1.0,1180.0,0,0
9878,0,1,669.0,611.0,1,1,23.0,1280.0,1,0
9884,0,1,575.0,535.0,0,0,3.0,1110.0,0,0
9886,1,1,539.0,512.0,0,1,18.0,1051.0,0,0
9887,1,1,562.0,526.0,1,1,8.0,1088.0,1,1
9889,1,1,588.0,554.0,1,1,16.0,1142.0,1,1
9890,1,0,491.0,499.0,0,1,32.0,990.0,0,0
9891,0,0,637.0,632.0,0,0,8.0,1269.0,0,0
9894,0,1,608.0,620.0,0,0,1.0,1228.0,0,0
9897,0,0,622.0,674.0,0,1,15.0,1296.0,0,0
9901,0,1,562.0,565.0,0,0,15.0,1127.0,0,0
9904,0,1,627.0,568.0,1,0,17.0,1195.0,0,0
9906,1,0,588.0,563.0,1,1,2.0,1151.0,1,1
9913,0,0,643.0,639.0,0,1,6.0,1282.0,0,0
9914,0,1,650.0,699.0,1,0,16.0,1349.0,0,0
9915,0,0,643.0,587.0,0,0,15.0,1230.0,0,0
9917,0,0,542.0,536.0,0,0,1.0,1078.0,0,0
9918,0,1,608.0,568.0,0,1,4.0,1176.0,0,0
9919,0,1,542.0,579.0,0,1,12.0,1121.0,0,0
9921,0,1,486.0,502.0,0,1,6.0,988.0,0,0
9922,1,1,520.0,579.0,0,0,4.0,1099.0,0,0
9923,0,0,549.0,541.0,0,0,31.0,1090.0,0,0
9924,0,1,627.0,721.0,0,1,9.0,1348.0,0,0
9930,0,1,539.0,582.0,0,1,1.0,1121.0,0,0
9932,0,0,650.0,648.0,0,0,6.0,1298.0,0,0
9933,1,0,549.0,536.0,1,1,3.0,1085.0,1,1
9935,0,0,584.0,584.0,0,0,8.0,1168.0,0,0
9936,0,0,571.0,593.0,0,0,20.0,1164.0,0,0
9937,0,0,591.0,607.0,1,1,10.0,1198.0,1,0
9939,0,1,631.0,648.0,0,1,8.0,1279.0,0,0
9940,1,1,588.0,570.0,0,0,4.0,1158.0,0,0
9941,0,1,599.0,590.0,0,1,20.0,1189.0,0,0
9942,1,1,545.0,582.0,0,1,10.0,1127.0,0,0
9944,0,0,591.0,590.0,1,0,15.0,1181.0,0,0
9945,0,1,684.0,626.0,1,0,5.0,1310.0,0,0
9946,0,0,575.0,572.0,0,1,3.0,1147.0,0,0
9947,0,1,586.0,632.0,1,0,9.0,1218.0,0,0
9948,1,0,602.0,577.0,1,1,15.0,1179.0,1,1
9949,0,0,637.0,587.0,1,0,9.0,1224.0,0,0
9950,0,1,596.0,615.0,1,0,8.0,1211.0,0,0
9952,0,1,650.0,659.0,1,0,16.0,1309.0,0,0
9955,0,0,562.0,538.0,0,0,11.0,1100.0,0,0
9960,1,0,611.0,579.0,1,0,1.0,1190.0,0,1
9962,0,0,520.0,488.0,1,1,9.0,1008.0,1,0
9965,0,1,538.0,528.0,1,1,12.0,1066.0,1,0
9966,0,1,530.0,579.0,1,1,25.0,1109.0,1,0
9967,1,1,538.0,522.0,0,1,13.0,1060.0,0,0
9968,1,1,566.0,626.0,0,1,4.0,1192.0,0,0
9969,0,1,584.0,626.0,1,0,19.0,1210.0,0,0
9970,0,0,611.0,607.0,0,0,10.0,1218.0,0,0
9971,1,1,521.0,574.0,0,1,9.0,1095.0,0,0
9972,0,1,614.0,552.0,0,0,12.0,1166.0,0,0
9973,0,1,604.0,590.0,0,0,12.0,1194.0,0,0
9974,1,0,584.0,596.0,0,1,6.0,1180.0,0,0
9977,0,0,573.0,590.0,1,1,12.0,1163.0,1,0
9983,0,1,552.0,525.0,0,0,1.0,1077.0,0,0
9984,1,1,517.0,546.0,0,1,31.0,1063.0,0,0
9986,0,0,627.0,561.0,0,0,15.0,1188.0,0,0
9987,0,1,602.0,626.0,1,0,0.0,1228.0,0,0
9988,0,0,549.0,530.0,0,0,7.0,1079.0,0,0
9990,0,1,684.0,674.0,0,0,17.0,1358.0,0,0
9991,0,1,550.0,596.0,0,1,2.0,1146.0,0,0
9992,1,1,618.0,545.0,0,0,10.0,1163.0,0,0
9995,0,1,584.0,611.0,1,0,18.0,1195.0,0,0
9997,0,0,559.0,577.0,1,0,9.0,1136.0,0,0
9998,0,1,568.0,607.0,1,0,5.0,1175.0,0,0
9999,1,1,554.0,570.0,0,1,5.0,1124.0,0,0
10001,1,1,512.0,561.0,0,1,0.0,1073.0,0,0
10002,0,0,637.0,574.0,0,0,10.0,1211.0,0,0
10003,1,1,517.0,500.0,0,1,1.0,1017.0,0,0
10005,0,0,650.0,561.0,0,0,13.0,1211.0,0,0
10006,1,1,542.0,533.0,0,1,35.0,1075.0,0,0
10007,0,1,571.0,603.0,1,0,17.0,1174.0,0,0
10008,0,1,627.0,552.0,0,0,10.0,1179.0,0,0
10010,0,0,650.0,648.0,0,0,19.0,1298.0,0,0
10011,0,0,684.0,639.0,1,0,16.0,1323.0,0,0
10012,0,0,602.0,582.0,1,0,9.0,1184.0,0,0
10013,0,0,637.0,626.0,1,0,33.0,1263.0,0,0
10014,0,0,659.0,590.0,1,0,11.0,1249.0,0,0
10015,0,1,596.0,611.0,0,1,6.0,1207.0,0,0
10016,0,1,650.0,648.0,1,0,11.0,1298.0,0,0
10020,1,1,579.0,548.0,1,0,14.0,1127.0,0,1
10025,0,0,484.0,471.0,1,1,23.0,955.0,1,0
10027,0,0,593.0,632.0,0,1,2.0,1225.0,0,0
10030,1,0,559.0,554.0,0,1,31.0,1113.0,0,0
10033,0,1,604.0,632.0,0,0,15.0,1236.0,0,0
10035,0,1,669.0,615.0,1,0,17.0,1284.0,0,0
10036,1,0,575.0,596.0,1,0,2.0,1171.0,0,1
10040,0,0,593.0,603.0,0,1,9.0,1196.0,0,0
10041,1,0,579.0,554.0,0,1,9.0,1133.0,0,0
10043,1,0,503.0,517.0,1,1,3.0,1020.0,1,1
10044,0,1,631.0,599.0,0,0,1.0,1230.0,0,0
10045,0,1,622.0,659.0,0,1,1.0,1281.0,0,0
10048,0,1,573.0,546.0,1,0,14.0,1119.0,0,0
10049,0,1,588.0,590.0,0,1,9.0,1178.0,0,0
10050,0,1,588.0,632.0,0,1,2.0,1220.0,0,0
10053,1,0,559.0,632.0,0,1,9.0,1191.0,0,0
10058,1,0,611.0,699.0,0,0,1.0,1310.0,0,0
10060,0,1,593.0,582.0,0,0,18.0,1175.0,0,0
10066,0,0,684.0,615.0,1,1,12.0,1299.0,1,0
10067,1,0,547.0,572.0,0,1,40.0,1119.0,0,0
10068,0,0,582.0,593.0,1,0,9.0,1175.0,0,0
10072,0,1,575.0,572.0,1,1,0.0,1147.0,1,0
10079,0,0,557.0,538.0,0,0,19.0,1095.0,0,0
10080,0,1,584.0,620.0,1,0,15.0,1204.0,0,0
10081,0,0,539.0,561.0,0,0,15.0,1100.0,0,0
10082,1,0,584.0,599.0,0,1,9.0,1183.0,0,0
10083,1,1,544.0,540.0,0,1,2.0,1084.0,0,0
10084,0,0,650.0,639.0,1,0,17.0,1289.0,0,0
10085,1,0,602.0,639.0,0,1,9.0,1241.0,0,0
10086,1,0,541.0,540.0,0,1,31.0,1081.0,0,0
10092,0,1,614.0,563.0,0,0,18.0,1177.0,0,0
10095,1,0,539.0,536.0,0,1,9.0,1075.0,0,0
10096,0,0,552.0,536.0,1,0,6.0,1088.0,0,0
10100,1,0,550.0,556.0,0,1,11.0,1106.0,0,0
10101,0,1,608.0,579.0,0,0,13.0,1187.0,0,0
10102,0,1,709.0,593.0,0,0,23.0,1302.0,0,0
10103,0,0,569.0,596.0,0,0,23.0,1165.0,0,0
10105,0,0,627.0,626.0,0,0,8.0,1253.0,0,0
10107,0,0,614.0,596.0,0,0,16.0,1210.0,0,0
10109,0,0,650.0,699.0,1,0,14.0,1349.0,0,0
10111,0,0,529.0,572.0,0,0,16.0,1101.0,0,0
10112,0,1,599.0,603.0,0,0,12.0,1202.0,0,0
10113,0,1,557.0,561.0,0,1,12.0,1118.0,0,0
10118,0,1,611.0,626.0,0,0,22.0,1237.0,0,0
10124,0,1,571.0,584.0,1,0,10.0,1155.0,0,0
10125,0,0,669.0,659.0,1,0,16.0,1328.0,0,0
10127,0,1,529.0,528.0,0,0,22.0,1057.0,0,0
10131,0,1,575.0,587.0,0,1,9.0,1162.0,0,0
10134,0,0,566.0,540.0,1,0,0.0,1106.0,0,0
10137,0,1,709.0,699.0,0,0,15.0,1408.0,0,0
10143,0,1,627.0,603.0,1,0,14.0,1230.0,0,0
10144,0,0,602.0,626.0,0,1,13.0,1228.0,0,0
10145,0,1,599.0,659.0,1,0,17.0,1258.0,0,0
10147,0,0,579.0,565.0,1,0,4.0,1144.0,0,0
10148,0,0,637.0,615.0,0,0,18.0,1252.0,0,0
10149,0,1,631.0,674.0,0,0,19.0,1305.0,0,0
10150,1,1,533.0,577.0,0,1,40.0,1110.0,0,0
10152,0,1,602.0,599.0,0,1,13.0,1201.0,0,0
10153,0,1,596.0,593.0,0,1,6.0,1189.0,0,0
10156,1,1,518.0,568.0,0,1,1.0,1086.0,0,0
10158,0,0,555.0,557.0,0,0,2.0,1112.0,0,0
10160,0,1,637.0,611.0,0,0,19.0,1248.0,0,0
10164,1,1,547.0,518.0,0,1,6.0,1065.0,0,0
10168,0,1,709.0,674.0,0,0,14.0,1383.0,0,0
10170,0,0,554.0,520.0,0,1,21.0,1074.0,0,0
10173,0,0,568.0,545.0,0,1,13.0,1113.0,0,0
10176,1,1,571.0,587.0,0,1,13.0,1158.0,0,0
10179,1,0,554.0,536.0,0,1,2.0,1090.0,0,0
10180,0,0,611.0,603.0,1,0,33.0,1214.0,0,0
10183,0,1,494.0,492.0,0,0,20.0,986.0,0,0
10186,0,0,557.0,572.0,0,1,19.0,1129.0,0,0
10188,1,0,530.0,546.0,1,1,4.0,1076.0,1,1
10189,1,1,557.0,561.0,0,1,7.0,1118.0,0,0
10190,1,0,586.0,607.0,0,1,12.0,1193.0,0,0
10191,1,0,575.0,541.0,0,0,17.0,1116.0,0,0
10192,0,0,684.0,599.0,0,0,21.0,1283.0,0,0
10193,0,0,573.0,536.0,0,0,18.0,1109.0,0,0
10194,0,1,709.0,620.0,0,0,20.0,1329.0,0,0
10196,0,1,577.0,552.0,0,1,14.0,1129.0,0,0
10197,1,1,529.0,543.0,0,1,32.0,1072.0,0,0
10198,0,1,555.0,561.0,0,0,8.0,1116.0,0,0
